Price,scaled_open,scaled_close
2019-05-07,-1.2082662082475553,-1.2050652043256653
2019-05-08,-1.202914662783845,-1.1971872159821737
2019-05-09,-1.196071608992227,-1.1872946008814167
2019-05-10,-1.1861030409534687,-1.1767711008898527
2019-05-11,-1.1756019117490395,-1.1342320411327727
2019-05-12,-1.1331614000945294,-1.146201777966226
2019-05-13,-1.145129940064203,-1.1028066502157206
2019-05-14,-1.1020266448203173,-1.0935614679710957
2019-05-15,-1.0926770923552411,-1.0827067068864238
2019-05-16,-1.082109908662759,-1.0992016080676144
2019-05-17,-1.0979547855809761,-1.1270664703603077
2019-05-18,-1.1260441673540253,-1.1308102337496517
2019-05-19,-1.129840942099328,-1.083091887185698
2019-05-20,-1.081985094355936,-1.094391054190224
2019-05-21,-1.0932646402348813,-1.0951626722329464
2019-05-22,-1.0943813534858715,-1.1097520173644948
2019-05-23,-1.1087553483824275,-1.099359341864758
2019-05-24,-1.0982242355718448,-1.0939242909129625
2019-05-25,-1.0925477503226564,-1.0905675939891537
2019-05-26,-1.0892857502978415,-1.058599942846654
2019-05-27,-1.057404574277827,-1.051772322770301
2019-05-28,-1.050775279450212,-1.0561922893384703
2019-05-29,-1.0551111302554759,-1.0593070288543844
2019-05-30,-1.058038808040874,-1.076819453860898
2019-05-31,-1.075630028785271,-1.0636841920228826
2019-06-01,-1.0625680933522785,-1.0642242391465846
2019-06-02,-1.0629990825367017,-1.0550078775224199
2019-06-03,-1.0539182757495977,-1.0825095899377613
2019-06-04,-1.0812607085421728,-1.1083250948651129
2019-06-05,-1.107360607615654,-1.1023268095190533
2019-06-06,-1.1014213885021433,-1.1024405327701188
2019-06-07,-1.101046970735706,-1.0910101640405137
2019-06-08,-1.0902352395440433,-1.0956365023464636
2019-06-09,-1.0947222409276425,-1.1093394247822346
2019-06-10,-1.1079818115901208,-1.0932568898433528
2019-06-11,-1.091911101772537,-1.0969969311979426
2019-06-12,-1.095971012846674,-1.0857614914641378
2019-06-13,-1.084631877065902,-1.081380153580983
2019-06-14,-1.080234876808827,-1.0575380563908845
2019-06-15,-1.0565971298503738,-1.050093433607402
2019-06-16,-1.0487825267264832,-1.042052832583373
2019-06-17,-1.0411848519746285,-1.0252692222199107
2019-06-18,-1.0233325323779896,-1.0375577714491528
2019-06-19,-1.0365585727158015,-1.0276812516338185
2019-06-20,-1.0265474189008539,-1.0146176138159344
2019-06-21,-1.0135648192848143,-0.9828186613837726
2019-06-22,-0.9800360038602193,-0.9541234835543304
2019-06-23,-0.9532084237947819,-0.9462082245655316
2019-06-24,-0.9451177803236365,-0.9381872899683786
2019-06-25,-0.9372123208361333,-0.8980230141287828
2019-06-26,-0.8974743835345829,-0.8349132993904393
2019-06-27,-0.833670225493357,-0.9293436850950527
2019-06-28,-0.9292291856977897,-0.8662746109524019
2019-06-29,-0.8654223613291709,-0.889346800223854
2019-06-30,-0.8895713891422165,-0.9481765270794394
2019-07-01,-0.9480445525638823,-0.9602297330571401
2019-07-02,-0.9587724956749268,-0.9489736963877707
2019-07-03,-0.9469511067924995,-0.8892490213649105
2019-07-04,-0.8874732913324385,-0.9276630355103105
2019-07-05,-0.9271204225784403,-0.9398685431263243
2019-07-06,-0.9384825994525317,-0.9280177353628155
2019-07-07,-0.9263727441310378,-0.9155383061080123
2019-07-08,-0.9145767105128744,-0.8725259695128514
2019-07-09,-0.8714206924179001,-0.8577000488344715
2019-07-10,-0.8566248895586039,-0.879193039117112
2019-07-11,-0.8788704614615485,-0.9202862644144383
2019-07-12,-0.9193314262591336,-0.8967318201535054
2019-07-13,-0.8956947357700248,-0.9185496837128517
2019-07-14,-0.9179548970115339,-0.9770757629493827
2019-07-15,-0.9758161131425119,-0.9441625137882933
2019-07-16,-0.9429072942988472,-1.0171680626844783
2019-07-17,-1.0163394599394766,-1.006034702268691
2019-07-18,-1.0046305598881884,-0.9559369192438107
2019-07-19,-0.9554099549841762,-0.9629287112314763
2019-07-20,-0.9620109766798144,-0.9507525775113591
2019-07-21,-0.9490440228716838,-0.959407163376501
2019-07-22,-0.9583467385291613,-0.972592370897094
2019-07-23,-0.9712359160703234,-0.9953749959242366
2019-07-24,-0.9948824166319153,-0.9999507849744055
2019-07-25,-0.9989332722545298,-0.994804619247066
2019-07-26,-0.993574105119121,-0.9969440347641251
2019-07-27,-0.995735792321815,-1.0171662016671015
2019-07-28,-1.0152878704773547,-1.0132939274832098
2019-07-29,-1.0123745807982651,-1.0150304075892624
2019-07-30,-1.0137062352527628,-1.0104836403506214
2019-07-31,-1.0094963055317305,-0.9858537795346106
2019-08-01,-0.9851093205758904,-0.9696791242355667
2019-08-02,-0.9683873728696222,-0.9635754902166382
2019-08-03,-0.9623479400925921,-0.947941083232364
2019-08-04,-0.9467720100846033,-0.9402947664034269
2019-08-05,-0.939606079138132,-0.8972640208255638
2019-08-06,-0.8957762348337304,-0.9141310751843899
2019-08-07,-0.9130520240167482,-0.8902431064308364
2019-08-08,-0.8884355336728682,-0.8889844048130062
2019-08-09,-0.8884649135822534,-0.8943136544120301
2019-08-10,-0.8931998582593543,-0.9205251285096661
2019-08-11,-0.9195663146100232,-0.9117922290213889
2019-08-12,-0.9103734214562922,-0.9190525104890135
2019-08-13,-0.9177471750152127,-0.9441243880809481
2019-08-14,-0.943276454872595,-0.9876010233627898
2019-08-15,-0.9871194798897688,-0.9742178941292632
2019-08-16,-0.972643736933741,-0.9709837477146188
2019-08-17,-0.970619038589362,-0.9783280767508106
2019-08-18,-0.9770953969023691,-0.9724530963804199
2019-08-19,-0.9710538008785864,-0.943082771625258
2019-08-20,-0.9418927818799051,-0.9509538188769111
2019-08-21,-0.9497115102650452,-0.9831537954049355
2019-08-22,-0.981756740881815,-0.9835140280118047
2019-08-23,-0.9820767504770194,-0.9692518447053583
2019-08-24,-0.9680988058144276,-0.9820252644079623
2019-08-25,-0.9808183445637286,-0.9831297027745682
2019-08-26,-0.982592408133181,-0.9711649705689261
2019-08-27,-0.9698924895288462,-0.9807098772067837
2019-08-28,-0.978619177853343,-1.002912468385502
2019-08-29,-1.0016280740115988,-1.0154911351344902
2019-08-30,-1.0140917962553797,-1.0109600607991365
2019-08-31,-1.0098317597025877,-1.0092866540928345
2019-09-01,-1.0081289826598456,-1.0027297365981862
2019-09-02,-1.0015926571345317,-0.9724041566531811
2019-09-03,-0.971288588613348,-0.9581486629497387
2019-09-04,-0.9570983942286738,-0.9596447197297882
2019-09-05,-0.9587982534037028,-0.9606212508750498
2019-09-06,-0.9593126533582642,-0.9720672119124081
2019-09-07,-0.9708658499514234,-0.9636228707131016
2019-09-08,-0.9624079073048989,-0.9675361375770545
2019-09-09,-0.9662656805778208,-0.9730112004024555
2019-09-10,-0.9717685778521226,-0.9842907261289887
2019-09-11,-0.9827605879911858,-0.9810770006077245
2019-09-12,-0.9799898713655169,-0.9691404854493393
2019-09-13,-0.967701221184511,-0.9716941030772008
2019-09-14,-0.9713051902744733,-0.9718227647650494
2019-09-15,-0.9707353005253024,-0.9723551163304085
2019-09-16,-0.9712114663512118,-0.9760077904638128
2019-09-17,-0.9745964947465774,-0.9778373214387159
2019-09-18,-0.9763334812728501,-0.9800532901570673
2019-09-19,-0.9787701523534543,-0.9765423551309176
2019-09-20,-0.975379288222663,-0.9809086036839884
2019-09-21,-0.9796380670738545,-0.9892485267191145
2019-09-22,-0.9878564930275999,-0.9866384749967393
2019-09-23,-0.9855976609532915,-1.0042051712937878
2019-09-24,-1.0030429380039787,-1.0613116463560275
2019-09-25,-1.0610438093206644,-1.0681913246211698
2019-09-26,-1.0670071763049027,-1.087146440477003
2019-09-27,-1.0863032618766981,-1.0803025742219263
2019-09-28,-1.0791852493612017,-1.0806080325605911
2019-09-29,-1.0794550012004545,-1.0879077977752685
2019-09-30,-1.0867604364084416,-1.078138211012462
2019-10-01,-1.0766894663053792,-1.075593445791583
2019-10-02,-1.0743974309088202,-1.0730302715880016
2019-10-03,-1.071998792724612,-1.0798829902500606
2019-10-04,-1.078761756078317,-1.0826669716505362
2019-10-05,-1.0813037722449703,-1.0854708458178388
2019-10-06,-1.08440873564796,-1.0938839018061048
2019-10-07,-1.0926901724518852,-1.080623071592908
2019-10-08,-1.0794131448911932,-1.0814904062861292
2019-10-09,-1.0802893604421562,-1.0625903161873353
2019-10-10,-1.0619787343823337,-1.0630675916978884
2019-10-11,-1.061979639927486,-1.0767018073840107
2019-10-12,-1.0758680865441936,-1.0759395950237072
2019-10-13,-1.0747740370760424,-1.0767404863667924
2019-10-14,-1.075601906577486,-1.0739756684155235
2019-10-15,-1.07289085531574,-1.0826963455464327
2019-10-16,-1.0815857992518427,-1.09082599876684
2019-10-17,-1.089666632650505,-1.0879219314477804
2019-10-18,-1.0869300752003028,-1.0946538097247511
2019-10-19,-1.0934792292819406,-1.0938630533817055
2019-10-20,-1.092242682222465,-1.0818357507539822
2019-10-21,-1.0805328011639284,-1.0807210516429193
2019-10-22,-1.079590732357169,-1.0892460201626406
2019-10-23,-1.0882027686037739,-1.1182706483655809
2019-10-24,-1.1173863004611022,-1.1193616823772956
2019-10-25,-1.1183663770102255,-1.0592445590278372
2019-10-26,-1.0577391732115962,-1.0291516565527254
2019-10-27,-1.0281626096041445,-1.0133529267638377
2019-10-28,-1.0115027923569357,-1.0285760489077924
2019-10-29,-1.0278157355027557,-1.0197409443570804
2019-10-30,-1.0188508888032082,-1.0311730232107617
2019-10-31,-1.0301845410050026,-1.0314893458670866
2019-11-01,-1.0306206616119553,-1.0283207877405403
2019-11-02,-1.0272314073392124,-1.025044391201661
2019-11-03,-1.0238827013660663,-1.029647039259379
2019-11-04,-1.028476833771987,-1.0205173909854297
2019-11-05,-1.019338122403201,-1.024127110825862
2019-11-06,-1.0230544797081744,-1.0231818648916409
2019-11-07,-1.0224605427044042,-1.0279882189054914
2019-11-08,-1.0269436955211062,-1.0518185464181247
2019-11-09,-1.0504295624342956,-1.0513703933146334
2019-11-10,-1.050273959592295,-1.038909071255931
2019-11-11,-1.0376821027094658,-1.054244055633574
2019-11-12,-1.052990745973339,-1.051263259071038
2019-11-13,-1.0502974534581901,-1.0516443652511898
2019-11-14,-1.050302433956528,-1.0568035078024014
2019-11-15,-1.055774844544036,-1.067933850352172
2019-11-16,-1.0668270734357261,-1.064906981035113
2019-11-17,-1.0638234807817282,-1.0635052828658547
2019-11-18,-1.0625608489910603,-1.0773441098679144
2019-11-19,-1.0764105583984755,-1.0826563588217104
2019-11-20,-1.0816404841174279,-1.0918694259421402
2019-11-21,-1.0909116566187673,-1.1116739956350452
2019-11-22,-1.110491404209516,-1.1295035732110383
2019-11-23,-1.1283881206726485,-1.124290285113709
2019-11-24,-1.123109370977569,-1.1423108181619137
2019-11-25,-1.1415857369542914,-1.1372521705490608
2019-11-26,-1.136167231457376,-1.133531594430279
2019-11-27,-1.132266394481657,-1.1173954923695995
2019-11-28,-1.1159906289951445,-1.1209265465025275
2019-11-29,-1.119601515443909,-1.1055709903382034
2019-11-30,-1.1042844204252813,-1.1154400409351461
2019-12-01,-1.1141981023661984,-1.1229256312498066
2019-12-02,-1.1218007576163906,-1.1281948001662132
2019-12-03,-1.1269554224715752,-1.1282897120524409
2019-12-04,-1.1271537871679893,-1.131797754956991
2019-12-05,-1.130599311010334,-1.1216887337139478
2019-12-06,-1.120434289981594,-1.1166057671307763
2019-12-07,-1.1154525339424317,-1.1161297993621637
2019-12-08,-1.115242699007422,-1.1157122273009759
2019-12-09,-1.114704025411973,-1.1241304891081207
2019-12-10,-1.1231866190098652,-1.1304542513040896
2019-12-11,-1.129365203891963,-1.1335802072220327
2019-12-12,-1.1324797761351797,-1.1322561688049393
2019-12-13,-1.1310412925067446,-1.130888698266088
2019-12-14,-1.1297925205877128,-1.1383574639777048
2019-12-15,-1.1372449056506901,-1.1369344898530283
2019-12-16,-1.1357291488359267,-1.1482563662993301
2019-12-17,-1.147183490083295,-1.1632940154276705
2019-12-18,-1.1617941592670131,-1.1305220778428167
2019-12-19,-1.1293449548961967,-1.1343313037758411
2019-12-20,-1.1328971569882866,-1.1335086586485517
2019-12-21,-1.1322811850524774,-1.1349331668551201
2019-12-22,-1.1337960111680565,-1.1184294384158302
2019-12-23,-1.1174288359292275,-1.126462167839332
2019-12-24,-1.1253884520476438,-1.1281667843100243
2019-12-25,-1.1268637108708743,-1.1306069050267715
2019-12-26,-1.1294887604971857,-1.1324708145253826
2019-12-27,-1.13137722460421,-1.1298378018723962
2019-12-28,-1.1287555959262519,-1.1284007192240912
2019-12-29,-1.1272814187263975,-1.1230100812005095
2019-12-30,-1.1219946197410755,-1.1296880905690807
2019-12-31,-1.1284770150217645,-1.1348074727355213
2020-01-01,-1.1336052178352767,-1.134468817870672
2020-01-02,-1.1332106516892009,-1.1455271340181759
2020-01-03,-1.144447335097605,-1.1270155438712748
2020-01-04,-1.1258529967107656,-1.1236279389696773
2020-01-05,-1.1225005679408822,-1.123593912530338
2020-01-06,-1.1225005427868502,-1.1051602084755534
2020-01-07,-1.1040461614341026,-1.0848429033463982
2020-01-08,-1.083787531673493,-1.0891605391077155
2020-01-09,-1.0878902046020438,-1.099502288118419
2020-01-10,-1.0983987542459155,-1.0846955057403622
2020-01-11,-1.0837743761147531,-1.0913404946249332
2020-01-12,-1.09041622280434,-1.0833594713058523
2020-01-13,-1.0823535254627554,-1.0858471485612473
2020-01-14,-1.0848694820522484,-1.0506399188452729
2020-01-15,-1.0496117545456551,-1.0517088469884148
2020-01-16,-1.050274362056807,-1.055995323283109
2020-01-17,-1.054770192505641,-1.0454238392218782
2020-01-18,-1.0443639694639775,-1.044714590410169
2020-01-19,-1.0436307294309475,-1.0568987717729976
2020-01-20,-1.0558302840305813,-1.059402041336146
2020-01-21,-1.0581814817104227,-1.0548566321372126
2020-01-22,-1.053791348504086,-1.0582054071627274
2020-01-23,-1.057065699158617,-1.0723363132974442
2020-01-24,-1.071236726170901,-1.0703317963913348
2020-01-25,-1.0694567765579588,-1.0743279036774482
2020-01-26,-1.073356959528846,-1.0625341838794233
2020-01-27,-1.0613590899578513,-1.0464136992753805
2020-01-28,-1.0451206027467748,-1.0232998131551299
2020-01-29,-1.0221989910795861,-1.0254609573075097
2020-01-30,-1.024334518088992,-1.0155533031744357
2020-01-31,-1.0144282565875171,-1.0237149709235043
2020-02-01,-1.0227714968480857,-1.0215339591531807
2020-02-02,-1.0205324861509995,-1.024032450428469
2020-02-03,-1.0228577248698087,-1.026651153366759
2020-02-04,-1.0255283787561504,-1.0324484739849848
2020-02-05,-1.0311654979452463,-1.0101746108705036
2020-02-06,-1.008786911521044,-1.0041805756857511
2020-02-07,-1.003213884805504,-1.000773958228248
2020-02-08,-0.9997588778930927,-0.9972110656088428
2020-02-09,-0.9961103358584125,-0.9842547632256221
2020-02-10,-0.9831456962212266,-0.9976492597544786
2020-02-11,-0.9965226104430217,-0.9795388445967409
2020-02-12,-0.9786727056334558,-0.9734706202057426
2020-02-13,-0.9724098044360676,-0.979222421344882
2020-02-14,-0.9782006650687958,-0.9741885202333666
2020-02-15,-0.9729303419744388,-0.9959592044873173
2020-02-16,-0.994807759464916,-0.9936410307065312
2020-02-17,-0.9923669128149984,-1.0062232182992057
2020-02-18,-1.005005204040914,-0.9829505421287057
2020-02-19,-0.9816909379340824,-1.0091464239185883
2020-02-20,-1.008194282526938,-1.0104294696556204
2020-02-21,-1.0090980165889176,-1.006413846835932
2020-02-22,-1.005186715535883,-1.007611839049058
2020-02-23,-1.0064431091266128,-0.9941518548276375
2020-02-24,-0.9931384875928084,-1.0082817550070151
2020-02-25,-1.0070615964656229,-1.0241694615456307
2020-02-26,-1.0231870917649202,-1.0510129270849464
2020-02-27,-1.0496246334100432,-1.0528685626008947
2020-02-28,-1.0514980050978628,-1.058639124807105
2020-02-29,-1.0575518762892653,-1.0623962171046897
2020-03-01,-1.0612328670252358,-1.0643047155736987
2020-03-02,-1.0631128793775053,-1.048481591367842
2020-03-03,-1.0475488723806883,-1.0526990088285189
2020-03-04,-1.0515076139380897,-1.054374980720935
2020-03-05,-1.0529632777703863,-1.0377122861892116
2020-03-06,-1.0365801548752642,-1.035457236105943
2020-03-07,-1.034349948089381,-1.046406758183542
2020-03-08,-1.0453430650058524,-1.0877053492633098
2020-03-09,-1.0864039534668257,-1.0972065471416912
2020-03-10,-1.0961403497901512,-1.0979232400229084
2020-03-11,-1.096761478302522,-1.0978356464617713
2020-03-12,-1.096579815883361,-1.2492931625012669
2020-03-13,-1.2457575131803211,-1.218754923597613
2020-03-14,-1.2171537314527106,-1.237468761065405
2020-03-15,-1.2363180350508167,-1.2275824583343995
2020-03-16,-1.2268308145685614,-1.2470428152592077
2020-03-17,-1.2465432748321836,-1.2361675829833887
2020-03-18,-1.234976218367388,-1.235507852323238
2020-03-19,-1.2340333446316043,-1.1864363197862458
2020-03-20,-1.185287496927709,-1.1860456318814907
2020-03-21,-1.1845215818071007,-1.1867518628271831
2020-03-22,-1.1856015198632954,-1.2050263995984665
2020-03-23,-1.2038474497527936,-1.1748414270609595
2020-03-24,-1.172666788370167,-1.1584376905823588
2020-03-25,-1.1571052967765505,-1.1612056018462948
2020-03-26,-1.1603788928101213,-1.159383489792016
2020-03-27,-1.1581009688255188,-1.1720867692586137
2020-03-28,-1.1710898317955283,-1.1838095189074773
2020-03-29,-1.182507171461813,-1.2002988621854205
2020-03-30,-1.1989965449881363,-1.1741447275421033
2020-03-31,-1.1729777425138483,-1.1736913434708498
2020-04-01,-1.172631924881804,-1.1650317278290132
2020-04-02,-1.1639022683815303,-1.1554081303347683
2020-04-03,-1.1540823858259706,-1.1585106474933142
2020-04-04,-1.157122502134444,-1.1516017713744597
2020-04-05,-1.1507266115698302,-1.155536641129316
2020-04-06,-1.1545638843066657,-1.1307807089604542
2020-04-07,-1.1295482749369163,-1.1356925625404746
2020-04-08,-1.1344093167764728,-1.1275710575583127
2020-04-09,-1.126234683992453,-1.1292196926143936
2020-04-10,-1.1279939821451168,-1.1517065416230088
2020-04-11,-1.1504740399344389,-1.152036696165244
2020-04-12,-1.1509568715788303,-1.146267693189809
2020-04-13,-1.145416444488773,-1.1527601037983486
2020-04-14,-1.1517185859760932,-1.1528945245805124
2020-04-15,-1.1516011418006484,-1.1632118791742472
2020-04-16,-1.1621673444858822,-1.1387627885326412
2020-04-17,-1.1376409055765904,-1.139824800732828
2020-04-18,-1.1388907339649663,-1.1315077631816624
2020-04-19,-1.1302036380868499,-1.1350224705403331
2020-04-20,-1.1340182973489101,-1.1508584961234114
2020-04-21,-1.1498381460052796,-1.1509427197341628
2020-04-22,-1.149855854443813,-1.1387420155548924
2020-04-23,-1.1373960310749935,-1.122645849921168
2020-04-24,-1.1212781071393307,-1.1164046766585252
2020-04-25,-1.1152867940255318,-1.1154242725852086
2020-04-26,-1.1142741933130222,-1.1097622781089518
2020-04-27,-1.1086445951794968,-1.1038014143015002
2020-04-28,-1.1025888877437575,-1.1032112957508033
2020-04-29,-1.1020870144971362,-1.0520164681310582
2020-04-30,-1.0510373844637344,-1.0593551135195851
2020-05-01,-1.0574710312303919,-1.0487341364556793
2020-05-02,-1.047359814676117,-1.0423562790113596
2020-05-03,-1.0414583769186823,-1.0470498151339498
2020-05-04,-1.045984995902694,-1.0462676848579355
2020-05-05,-1.0451047557066098,-1.0416108158074493
2020-05-06,-1.0402309104647613,-1.0279264029499144
2020-05-07,-1.0271225909967463,-0.9927610712738064
2020-05-08,-0.9923874385051169,-0.9983675118664712
2020-05-09,-0.9972945876853438,-1.011180365018361
2020-05-10,-1.0101599192041626,-1.0543139695296293
2020-05-11,-1.053207976193759,-1.0622784197345017
2020-05-12,-1.0606854146726161,-1.0518393193958735
2020-05-13,-1.0506397998338175,-1.027863279252397
2020-05-14,-1.026636615098354,-1.0039786804492288
2020-05-15,-1.0027869202662023,-1.0248651802580313
2020-05-16,-1.0234472347639456,-1.0223508954839218
2020-05-17,-1.021299583511112,-1.0072225846306608
2020-05-18,-1.005805504723277,-1.0043467595077415
2020-05-19,-1.0031592502479831,-1.0042199085395032
2020-05-20,-1.0032485973696752,-1.0148328379606975
2020-05-21,-1.013685055557812,-1.0375578217469197
2020-05-22,-1.0364757656424315,-1.0323653317762227
2020-05-23,-1.0310806785493156,-1.0309896375524756
2020-05-24,-1.0296783915729397,-1.052566021532713
2020-05-25,-1.0516330319416811,-1.0465622788789397
2020-05-26,-1.0452719797113983,-1.050264546610553
2020-05-27,-1.0489916573485967,-1.0324456573100358
2020-05-28,-1.0310867155169976,-1.0146901934936379
2020-05-29,-1.0133957841897214,-1.0191519072083728
2020-05-30,-1.0180033991567985,-1.0056941863864648
2020-05-31,-1.0045480043551387,-1.0180221690649929
2020-06-01,-1.0167314100662235,-0.9816488862179035
2020-06-02,-0.9807031390971326,-1.014481457760811
2020-06-03,-1.013117329055394,-1.0079447599684752
2020-06-04,-1.0068276136598855,-1.0005322271603043
2020-06-05,-0.9993907737886892,-1.0074907220262515
2020-06-06,-1.0063614088306514,-1.008101236321445
2020-06-07,-1.0069745132068115,-1.0026843177146338
2020-06-08,-1.0014592401487619,-1.0020334646103493
